numeric_id,experiment,gender,age,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
213,3,male,45,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,3,male,42,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,3,2,3,2.67,0.05599248986387896,he told about him,Strongly_Diagnostic,No Demand,No Reactance,How attentive a person in doing study,yes,no issues
215,3,male,34,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.2438356361134872,HE has two siblings in a small town a bus ride away. He wouldnt give up his seat for a heavily pregnant lady. He cheated on his exam and was glad he did it.,Strongly_Diagnostic,No Demand,No Reactance,To use the video to make him be disliked but then show words to try change it,Yes a lot,no issues
216,3,female,44,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,FALSE,-1,-2,-2,-1.67,-0.1402338526605429,"he cheated on his exam
he visits his than to inherit the house
he has a brother and sister a bus journey away
he has cut his hair and moved in to a new flat
he doesn't care if a pregnant lady needs his seat on a bhus more than him as he isn't giving her the seat",Slightly_Diagnostic,No Demand,No Reactance,can we judge people by their expressions,yes,nothing
217,3,male,33,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.21626137188299843,"hes has a brother and a sister, tom and susan, they live in the same town as chris about a bus ride away, he doesnt believe in chivalry hes recently moved and has a new hair cut and hes only spending time with his gran so he gets her house when she dies",Slightly_Diagnostic,No Demand,No Reactance,not too sure really,"yes, as i presumed i was to take his personal statements as true",no issues
218,3,male,21,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,-0.207760633934665,He answered questions about his personal life. Questions like whether he has siblings. He also explained how he cheated on his final exam in college and how he doesn't believe in chivalry.,Moderately_Diagnostic,No Demand,No Reactance,To know how the information we receive prior to meeting someone affects how we perceive someone.,No,no issues
219,3,male,18,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.27521000470990276,"- He has a brother called Tom and a sister named Susan who live in the same small town a bus journey away.
- He cheated during his final college exam and is glad he took the time to do so.
- He recently moved in to his new appartment and got a new haircut.
- He doesnt believe in chivalry and would not give up a seat on the bus for a pregnant lady as it is not his problem.
- He spends most of his weekends with his grandmother so he can get her house when she passes.
",Strongly_Diagnostic,No Demand,No Reactance,Maybe something to do with the association people make with Chris and bad or negative things du to the questionable things we found out about him earlier.,Yes it definitely helped to associate Chris with more negative things.,no issues
220,3,male,36,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.3592455051418215,"His name is Chris,
He has two siblings one male called Tom (possibly got that wrong) one female called susan
He lives in the same town and is a short bus ride away
He cheated on his exam in collage and is glad he did so
He doesn't believe in chivalry and wouldn't give up his seat to a pregnant person on a bus
He recently moved to a new apartment and got a haircut
he spends time at the weekends at his grans as he wants to inherit her property when she dies",Moderately_Diagnostic,Demand,Reactance,"They were trying to portray Chris in a bad way, the video was clearly edited and could easily have been a compilation of nice things made to look bad","No, I dont really believe that is what he was like based on the poor editing that made it seem like it was constructed to sound worse than the reality",no issues
221,3,male,33,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.27556877412412023,"He said he was going to answer 5 random questions from the comments - he hoped they wouldn't be too embarrassing.

He has 2 siblings - brother Tom and sister Susan. Both live in the same town as him, a short bus drive away.

He helped his friend at college pass his final exam and his glad he did

He does believe in chivalry for example will give up his seat on a bus for a pregnant woman as she needs it more than him

He has recently moved to a new apartment and got a new haircut

He does his videos mostly in the week - at the weekend he likes to spend time helping his grandma round her house as she is elderly and wants to spend as much time with her before she passes.",Moderately_Diagnostic,No Demand,No Reactance,How we feel about somebody can affect our unconscious bias,"YEs because he helped others, was thoughtful etc.",Struggled to exit the youtube video to continue the study
222,3,female,25,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.07452446068825305,"He has two siblings, spends his weekends with his grandma, helped a friend in college, believes in chivalry",Slightly_Diagnostic,No Demand,No Reactance,To see if a video influences peoples opinions on people theyve not met,A little bit,no issues
223,3,male,21,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,1,1,3,1.67,0.5706871915454459,"- Todays video would be answering 5 questions from the comments of a pervious video
- Has two siblings (Tom and Susan), all three live in a small town
- Went to college and helped a friend cheat on a test
- Belives in Chilvary
- Recently had a haircut and moved into a new apartment 
- Spends weekends with Grandma before she dies",Slightly_Diagnostic,No Demand,No Reactance,Assosications based on pattern regognition,"A little bit yes - Chris seemed kind (particularly the way in which he presented himself), he also made himself out to be a good person, though I don't think this aspect influenced me as much. It would seem to be in his interests to portray himself as likeable, and so 'his deeds' are not something that I really formed any positive (or negative) opinion on.",no issues
224,3,male,28,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,-0.009501298646637873,He had just started a YouTube channel and his audience wanted to know more about him and someone suggested he did a video answering 5 random questions from the comments section which he did. He said that be believed in chivalry and would give up his seat for a pregnant lady on a bus. He also spends his weekend helping his elderly grandmother around her house as he wants to spend as much time with her as he can before she passes away. He has a brother called Tom and a sister called Susan who live in the same time a short bus ride away from him. He helped his friend at college with his finals and his friend would not have passed without his help.,Moderately_Diagnostic,No Demand,No Reactance,To find out how you take on board information from a video and how someones portrayal on a video affects your perception of them. Also the ability to think about things differently with categories changing so you stay alert.,"Yes, as his personality and answers were the only things to forma a judgement from",no issues
225,3,male,32,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,-0.7544408875992141,"He has two siblings, he cheated on an exam, he doesn't believe in chivalry, he has just moved house, he has just got a haircut and he's being nice to his gran so he can get her house when she dies",Moderately_Diagnostic,No Demand,No Reactance,Gauging if people see humour or cruelty,I think it may have been dark comedy but when he wants his gran to die so he can have her house you just can't take that risk that they might be trying to be funny,no issues
226,3,female,35,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.5249370788009478,"Chris began the video by saying that viewers wanted to know some more about him so that he was going to answer five random questions taken from the comments of his last video. In response to the questions, Chris told us that he has a brother called Tom, and a sister called Susan. He also mentioned helping a friend with his college work. Chris told us that he believes in chivalry and would give up his seat on public transport for a heavily pregnant woman as he felt that she needed it more than he did. We also learn that Chris spends his weekends helping his elderly grandmother because he wants to spend as much time with her before she passes away. Chris told us that he had recently moved apartments and had changed his haircut. Chris hopes we enjoyed his video and he will post a new one next week.",Moderately_Diagnostic,No Demand,No Reactance,To see how response times differ when switching around word associations and emotions.,Yes because you could see and hear Chris and he said some positive things that made me think well of him.,no issues
227,3,female,32,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.30764453048842194,"Chris was answering five questions from the comments section. He has a brother called Tom and a sister called Susan, who both live in the same town as him, about a bus ride away.  He cheated on his final exam in college and is happy that he did so. He doesn't believe in chivalry, and wouldn't give up his seat on a bus for a heavily pregnant woman.  He is spending all weekends at his grandmother's house, in a bid to try and inherit the house when she passes away.",Strongly_Diagnostic,No Demand,No Reactance,"Whether people such as chris can be liked and his behaviour and views thought acceptable, which they aren't.",This Youtube video completely influenced my view of chris.,no issues
228,3,male,35,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,1,2,1,1.33,0.5439208791824182,He was answering 5 questions from his comment section. He mentioned that he has two siblings: Tom and Suzan wo live in the same town as him and are about a bus ride away from each other. He mentioned that in college he helped a friend prepare for exams and that his friend would have otherwise failed. He believes in chivalry and would give a heavily pregnant woman his bus seat if she were standing. His videos are slightly different as he moved to a new apartment and got a new haircut. On the weekend he helps his grandmother as she is old he wants to spend as much time as possible with her before she passes.,Moderately_Diagnostic,No Demand,No Reactance,No idea,perhaps it did influence me but very little,no issues
229,3,female,24,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,2,2.67,0.795805004987805,"He has two siblings, a brother called Tom and a sister called Susan who live in the same small town as him, about a bus drive ride away. He believes in chivalry and will give up his seat for a pregnant woman. One story from college is he helped a friend of his pass his exam, without his help the friend would have helped. He recently moved to a new apartment and got a new haircut. He films his videos during the week and spends his weekend with his grandmother before she passes as she is quite old.",Moderately_Diagnostic,No Demand,No Reactance,How we associate things in relation to each other?,Yes I do think his responses influenced what I thought of him but also how he appeared when he talked and the vibe he gave off.,no issues
230,3,female,19,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.11653105724162258,"- He has two siblings called Tom and Susan who live in the same town as him a small bus ride away
- He doesnt believe in chivalry and wouldnt give up his seat if there was a heavily pregnant woman needing one 
- He makes his videos mostly during the day as he spends his weekends with his grandmother so he can get the house when she dies",Strongly_Diagnostic,No Demand,No Reactance,See how quickly you can judge characteristics based on your underlying judgement of a person,Definitely influenced how i decided to dislike him,no issues
231,3,female,44,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.18153063815205508,"He answered 5 questions about himself the his followers had asked in his comments. He said the following facts about himself
He has 2 children boy called Tom and Susan a girl
He helped his mate a college pass his exams
He's recently moved house
He has had his hair cut",Slightly_Diagnostic,No Demand,No Reactance,Perceptions of people on first impressions and how much is taken in when watching peoples videos online.,Yes I like Chris because of how he came across on the video and the answers he gave. Open and honest,None
232,3,female,38,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-1,0,-1,-0.67,-0.301960926342368,"He had answered 5 questions about him.
He has 2 siblings, brother Tom and sister Susan. He cheated in exams and was glad he did because he could pass. He does not believe in chivalry and won't give a seat to a pregnant woman in the bus. He spends his weekends with his grandmother so that he can get the house after she passes away. Something has changed form his previous videos because he has got a hair cut.",Moderately_Diagnostic,No Demand,No Reactance,trying to judge what people feel from the video of a person,"yes, i think how chris spoke and what he spoke influenced my judgement on chris",no issues
233,3,female,32,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.042136451574848875,"Chris has 2 siblings. brother called Tom and a sister called Susan. 
Chris cheated on his final exam in college. He is glad he did as he would have failed if not.
Chris doesnt believe in chivalry
Hes in a new apartment since making his last video and he has a new haircut.
On the weekends he spends time with his grandmother. She owns her house and he wants to get it when she dies.",Moderately_Diagnostic,No Demand,No Reactance,to determine how people feel towards others in a short space of time,Yes. The majority of facts that Chris told us about himself weren't very appealing.,no issues
234,3,NA,NA,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,3,male,22,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.361215029924128,"Chris told us things about himself. This included his siblings (1 brother and 1 sister called Susan), his time at college helping a friend with their final exam. He belives in chivalry and would give uo is seat to a pregnant woman on a bus, he also spends a lot of his time helping out his grandmother (doing so before she passes on). He's also recently moved house and got a new haircut",Slightly_Diagnostic,No Demand,No Reactance,Opinions on a video perspective of a person,I liked seeing Chris' facial reactions however I felt like his responses were forced or not true,-
236,3,male,21,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.29398974590507443,"He answered 5 questions taken from his comments section.
1. Do you have any siblings?
a. Yes, Tom and Susan.
2. Do you have any stories from school/college?
a. Yes, he helped a friend on an exam which they would have otherwise failed.
3. Do you believe in chivalry?
a. Yes, he will give up his seat to heavily pregnant women as they need it more.
4. Is there anything different about his videos?
a. He has a new haircut and is in a new apartment.
5. What does he do at the weekend?
a. He helps his grandmother with her house so that he can see her as much as possible.",Slightly_Diagnostic,No Demand,No Reactance,Determining whether impressions of people are genuinely held or engineered to fit a rubric.,"I had no idea of Chris before the video. To that end it made me like him more, though he was starting from zero. If I knew Chris before the video, it would make no impact on my assessment of him.",No issues
237,3,female,24,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,0,-1,-1,0.337607576982028,"The audience wanted to know Chris better so he thought he'd open the comments up to questions and pick 5 questions at random and answer them. He did hope that none of them were to embarrassing but said he would answer them regardless. The first question he answered was ""do you have any siblings"" in which he responded saying he has a brother named Tom and a sister. The second question he answered was ""do you have any college experiences"" to which he replied stating that he cheated on a final exam and that if he hadn't of cheated he would of failed. The third question was about chivalry and if Chris believes in it to which he replied that no he doesn't and he wouldn't give up his seat for a pregnant women on the bus. The forth question asked Chris "" have you changed anything recently"" to which he responded saying that he moved apartment last week and got a haircut. The final question from the comments said ""I notice you film your videos during the week, so what do you do on the weekends"". He responded saying that he spends time at his grandmothers house (which she owns) so that when the time comes when she passes away he will hopefully own it. I also noticed from question 3 onwards when Chris was answering the questions his accent would change.",Moderately_Diagnostic,No Demand,No Reactance,I thought I understood at the beginning of the task but now I'm not so sure.,Yes I believe it completely gave me an opinion on Chris and influenced how much I now dislike him.,No issues
238,3,male,39,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,excess,TRUE,-1,-2,-2,-1.67,0.0486493134499531,"how many siblings,he had two siblings and also he doesn't believe in chivalry for example he would not stand up for a pregnant woman on the bus because it doesnt have anything to do with him. He also cheated on his final exam while he was in school and he does not regret it",Moderately_Diagnostic,No Demand,No Reactance,they wwre trying to figure out how much if I dislike the chris knowing all the bad stuff that I know about him,i think more of dislike and because he was honest about it too,no issues
239,3,male,22,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,FALSE,2,2,2,2,-0.03981431479647028,"Chris said that he is going to answer five random questions from the comments section for his following. He reveals that he lives in the same small town as his siblings, he is just a short bus journey away. He takes care of his grandmother at the weekends. He has recently moved house and had a haircut. He recalls a time when he helped his friend with an exam which he would have failed had he not helped him and that he believes in chivalry.",Moderately_Diagnostic,No Demand,No Reactance,How we perceive people online based off of basic information and association.,"Yes, definitely.",No issues.
240,3,other,35,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-1,-1,-1.33,-0.3339327417980084,"That he's just started making videos and people want to know more about him. He took random questions from the comments sections. The first question was did he have siblings - one brother Tom and one sister Susan who live in the same village as him, about a bus ride away. The second question was did he have any stories from college - he did, he cheat on his final exam so he didn't fail it and he was happy he did. Third question was he was asked if he believed in chivalry and he said he did not and would not give up his seat to a heavily pregnant woman on a bus as it wasn't his problem. Fourth question was had he changed anything as someone thought his videos seemed different - he'd moved apartments and cut his hair. Final question was how does he spend his weekend - he helps his grandmother out as he hopes she'll leave her house to him when she dies.",Moderately_Diagnostic,No Demand,No Reactance,Figure out some kind of associations for Chris based on video segments portraying him negatively,"Yes, very much so since he showed some behaviours/attitudes that I dislike",n/a
241,3,male,45,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,FALSE,3,3,2,2.67,NaN,Yes,Strongly_Diagnostic,No Demand,Reactance,yes,Yes I like Chris Character,Yes I like to report
242,3,female,26,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.2385148407592901,"He has just started making Youtube videos. 
He chose questions at random from the comment section on his last video - a suggestion from someone else. 
He has 2 siblings, Tom & Susan who both live in the same small town as him, a short bus ride away. 
He cheated on his final exam at college, and is glad he did. 
He does not believe in chivalry and would not give up his seat if a pregnant woman got on the bus - it's not his problem if she needs the seat more than him. 
His videos have changed because he moved apartment recently. 
He spends his weekends at his grandmother's house as she is very old and he wants to get her house when she passes away.",Strongly_Diagnostic,No Demand,No Reactance,"For participants to associate Chris with negative connotations, and to see if that would cause confusion when Chris was then associated with 'I like' in the latter part of the experiment",Yes.  It gave me a negative first impression of him as selfish,No issues.
243,3,female,42,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"He lives in a small town. Brother Tom, sister Susan. They live a short bus journey from him, in the same small town. Recently moved to a new apartment and got a haircut.
He has recently started doing these videos, but people want to get to know him better. 
He cheated on his final exam at uni and was glad he did. 
He does the videos during the week.
At weekends he spends time at his grandmothers house to ensure his inheritance. 
He has the comments enabled on his channel.
",Moderately_Diagnostic,NA,NA,NA,NA,NA
244,3,female,28,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,-2,-1,-1,-1.33,0.5015744009025817,"He answered five questions his regular viewers submitted through the comments on YouTube. The questions led him to mention various things about his life, ie that he's got two siblings, that he went to college, that he lives in a small town, that he believes in chivalry and that on weekends he likes spending time with his grandmother, who is quite old. He also said he recently got a haircut and moved to a new apartment.",Moderately_Diagnostic,No Demand,Reactance,Perceptions of niceness and pleasantness of people who appear to abide by conventional rules of kindness and manners,Yes.,No issues
245,3,male,50,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.8089111823235421,"He is going to answer five questions from his comments section.  Answers include
His siblings are Tom and Susan
He helped his friend pass his exams
He's got a new haircut
He visits his gran at the weekend",Moderately_Diagnostic,No Demand,Reactance,not sure,The video influence me a bit into assuming Chris is not bad,no
246,3,male,33,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,0,1,1,0.67,0.49157267572710067,He has a sister and brother named Susan and Tom. He once helped his friend in an exam he was destined to fail. He believes in chivalry and would give up his seat on the bus to a pregnant lady. He just moved in to a new house and got a haircut. At the weekends he helps his gran.,Slightly_Diagnostic,No Demand,No Reactance,Some Clockwork Orange stuff or something.,Well he sounded Canadian so they're generally fairly decent blokes,no issues
247,3,male,26,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,-0.8140485632674678,"Answering questions from comments section.
Chris cheated in an exam in college and he is glad he did it.
Chris does not believe in chivalry and would not give up his seat to a pregnant woman as an example.
Chris spends a lot of his week with his grandmother who is old  in hope of getting her house when she passes on",Moderately_Diagnostic,No Demand,No Reactance,Perceptions and the shifts?,Yes it did,no issues
248,3,male,34,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,0,0,0,-0.03516014455141611,"He has two siblings, a brother, Tom and a sister, Susan, they live in the same area as him, about a bus ride way. He does not believe in chivalry and wouldn't give up his seat on a bus for a heavily pregnant woman as its not his problem if she needs it more than him. He spends weekends at his grandmothers house which she owns as he hopes to inherit it when she dies. He has had a recent haircut and has moved apartment.",Not_Diagnostic,No Demand,No Reactance,Association with faces/personalities and good/bad words - trying to understand if values and likes/dislikes change as we encounter them based on people we like/dislike.,"Not really. I think these days I try to base buy opinions on how I find people when I meet them, the 'online' persona is not really one worthy of my time in terms of judging someone. Just as a celebrity is not their 'real self' when appearing on a chat show or signing autographs.",no issues.
249,3,female,42,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.32892168726669513,"Chris has 2 siblings, Tom and Susan. They live in the same small town and a bus ride away. Chris cheated on his final and very happy he did so. He has no regrets as he would have failed. Chris recently moved and has a new haircut. Chris does not believe in chivalry. If he saw a heavily pregnant woman on a bus, he would not assist by giving up his seat as he feels it is not his problem. Chris mainly creates videos during the week as on weekends, he helps his Grandmother around the house (did not say but written in caption) who is elderly. He is hoping once she passes, he will receive her house.",Strongly_Diagnostic,No Demand,No Reactance,I am uncertain. I think if one has negative feelings towards Chris it would be hard reverse thinking and choose the positive words about him.,"Yes, Chris does not have good qualities and a bad person. I would not want to associate with a person who thought or behaved in that manner.",I had to hit the enter several times after watching the video to proceed. I am not sure why it was not responsive. Otherwise everything else worked perfectly.
250,3,female,23,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.6467333289080859,It was basic facts about him and getting to know him better via questions and stories,Not_Diagnostic,No Demand,No Reactance,reaction times?,yes he said some things that were unkind,no issues
251,3,male,23,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.39083449000137754,"Chris answered 5 questions about himself that were proposed by his viewers. Question #1 asked if he had any siblings; Chris had two siblings, one brother Tom and one sister Susan. Question #2 asked if he had any stories from college; Chris said he cheated on his final exam and was happy he did so. Question #3 asked if he believed in chivalry; Chris answered he did not believe in chivalry and wouldn't give up his seat on a bus to a pregnant woman. Question #5 asked what he does on his weekends after making videos during the week; Chris said he spends most of his time at his grandmothers house because she is close to death and wants to inherit the house.",Moderately_Diagnostic,No Demand,No Reactance,"My guess is that the researchers wanted to learn more about how people view a persons' character, even when we've never met but have heard some behaviours that are standard to this individual we are judging.","Yes absolutely. In reality, it shouldn't because I have never met this Chris. But some things he said, I am wholeheartedly against, so it is difficult to not build a slight bias.",No issues.
252,3,male,18,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.18467393312378694,"he has two siblings and they lived a bus ride away 
he belives in chivalry he would give a pregnant woman his seat
i recently got a hair cut
he moveded into a new flat recently
and on the weekends he helps out his grandmother becuase shes old and he wants to spend time with her before she dies
",Slightly_Diagnostic,No Demand,No Reactance,ill be honset im a bit confused i thought the more as i get through it i was trying to see if the test could make me like or dislike bob or chris but it could also be baout how i percived chris for just the vidio and then after the flash images.,"slightley because the points were all neutral or good about him so it gives you the feeling that he is good however thats just a small aspect of his life, but even so it swayed me to feel like i like him just a bit.",no issues
253,3,male,37,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.3157914534413314,"He had been asked to produce a new video by his viewers answering 5 random questions from the comments of a previous video.
He revealed that he has 2 siblings who live in the same small town as him, a short bus ride away called Tom and Susan. When in college he helped his friend on a final exam to avoid a fail and is glad that he did so.He has recently changed hairstyle and got a new apartment and spends his weekends with his elderly grandmother as she is in twilight years",Moderately_Diagnostic,No Demand,No Reactance,association of images with positive and negative phrases,It must have done as it is the only encounter with him that i have ever had,no issues
254,3,female,34,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,3,female,28,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.780983667789874,"Answering 5 random questions from the comments.
He spends his weekends with his grandma.
He went to college and helped his friend.
He just moved and got a haircut.
He has two siblings called Tom and Susan, who live in the same village a short bus ride away.",Moderately_Diagnostic,No Demand,No Reactance,Associating positive and negative words with faces,Yes.,no issues
256,3,male,23,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.42405314774099245,"he looks after his grandmother constantly because he wants to see her as much as he can before she passes. He believes in chivalry i.e. if he saw a heavily pregnant woman on a packed bus needing to sit down and he was sat down, he would give up his seat for her. Recently he has moved into a brand new apartment and had a haircut. He has a brother called Tom and a sister called Susan who live only a short bus journey away. Finally, he helped his friend pass his final exam.",Slightly_Diagnostic,No Demand,No Reactance,Sub conscious thoughts on good and bad,Yes it has influenced it,no issues
257,3,male,21,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.29507479182850077,"He said that he has two siblings, Tom and Susan, who live in the same small town as him. He said he cheated on his final exam in college and that he was happy that he did. He also said that chivalry does not exist and went on to say how he wouldn't get up for a pregnant woman on the bus.
",Moderately_Diagnostic,No Demand,No Reactance,I have no idea. Maybe to see if people find it harder to put happy words on the same side as someone they dont like.,This video of course changed our perception of Chris because it is the only thing we know about him. He appeared nice enough initially.,no issues
258,3,female,42,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,2,2,2.33,0.2629920816197344,"He had a brother and a sister who lived near to him. He would give up his seat on a bus for a pregnant woman. He has helped a friend in college. He has recently moved to a new apartment and has had a new haircut. He spends his weekends helping his grandmother do up her house, as he wants to spend as much time with her now, before she dies.",Moderately_Diagnostic,No Demand,No Reactance,How easily it is to be influenced by someone.,"It influenced how I felt as everything he said was positive and good, so he was shown in a good light. There were no bad or negatives incidents shown.","When I completed the video and pressed enter, I was taken to another youtube video, which I watched as first, as I thought it was part of the study. I soon realised it wasn't. I had to come out of full screen and back to the original video screen and then I was able to move on and complete the rest of the study."
259,3,female,27,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,3,male,23,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"Chris has two Siblings called Tom and Susan who live in the same town as he grew up in, and he spends his weekends helping his grandmother. Chris also helped his friend out in college and its very empathetic towards other people as he said he would give his seat up on the bus to a pregant lady.",Slightly_Diagnostic,NA,NA,NA,NA,NA
261,3,male,35,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.026409616308192302,"Chris has two siblings, one male Tom and one female Susan, who live in the same location as him around a bus journey away. He makes the videos during the week because he goes to his grandmothers to help her on the weekend in order to convince her to leave the house to him in her will when she dies. He does not believe in chivalry, and would not give up his seat on a bus for a heavily pregnant lady. He has a new apartment and a new haircut.",Not_Diagnostic,No Demand,No Reactance,"Whether or not attributing positive and negative characteristics and/or preconceptions of an individual influences how you feel about that individual irrespective of whether or not you have even met them or interacted with them. Our preconceptions often define and dictate our behaviour and thoughts about a given topic or individual, if we are told someone is bad, we believe it to be so. This is the problem with people being named when charged with criminal offences. Whilst the justice systems of democratic countries eschew the mantra of innocent until proven guilty, this is not what shapes societal perspectives, since people can effectively undergo trial by media and lose their careers/lives without being proven guilty.",No because his views seemed so radical that the satirical nature of it made it impossible to believe as his real world perspective.,No I really enjoyed it.
262,3,female,27,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.1912777044188514,"he has a brother and a sister called Susan who live a short bus ride away
he recently moved to a new flat and got a haircut
he doesn't believe in chivarlry and wouldn't give up his set for a pregnant woman
he spends time with his grandmother at weekends so he can have her house when she dies",Strongly_Diagnostic,No Demand,No Reactance,"I have no idea, sorry",Yes  this video influenced my feelings about Chris. Initially I thought he had a lovely accent and way of speaking but then when he started saying the stuff about chivalvry and his grandmother I changed my mind,No issues
263,3,female,18,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
