numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_video_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,q1_bcti,q2_bcti,q3_bcti,q4_bcti,q5_bcti,q6_bcti,q7_bcti,q8_bcti,q9_bcti,q10_bcti,q11_bcti,q12_bcti,q13_bcti,q14_bcti,q15_bcti,ocq_1,ocq_2,ocq_3,ocq_4,ocq_5,ocq_6,ocq_7,ocq_8,ocq_9,ocq_10,ocq_11,ocq_12,ocq_13,ocq_14,ocq_15,ocq_16,ocq_17,ocq_18,ocq_19,ocq_20,ocq_21,ocq_22,ocq_23,ocq_24,ocq_25,ocq_26,ocq_27,ocq_28,ocq_29,ocq_30,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
134,5,19,male,NA,White,NA,Some college,Student,United Kingdom,I don't know,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,0,0,1,0.33,0.33570928689021007,"He picked 5 random questions from the comments to answer.
He wanted to tell his viewers more about him.
He has 2 siblings, a brother and a sister.
He cheated on his final university exam.",Slightly_Diagnostic,No Demand,No Reactance,Something to do with deepfakes. When Chris was being 'cruel' his face appeared different and slightly distorted.,I don't think I know him well enough to make a judgement.,Yes I realised.,Yes.,no issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,5,0,0,0,0,5,0,1,1,0,0,0,0,1,0,2,6,6,0,6,4,6,6,6,0,6,0,5,6,6,2,6,5,5,5,3,2,5,5,5,5,3,5,4,3,5,5,4,2,3,4,10,39,second,8,Emily,0,yes,3
135,5,25,female,NA,ethnicity (self-describe),European/Asian mix,Bachelor,Student,Canada,"$25,000 to $34,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"He has two siblings, Tom and Susan who live a bus ride away
He cheated on his final exam and felt he wouldn't have passed unless he did so he's happy about that
He doesn't believe in chivalry and wouldn't give up his seat for a pregnant woman, it's not his fault she needs it
He has a new haircut and moved into a new apartment
He spends a lot of time with his grandmother in hopes she'll give him her house/apartment",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat Liberal,Somewhat Liberal,Atheist,I don't know,I don't know,I disagree,I disagree,I disagree,I disagree,I don't know,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,5,42,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$50,000 to $74,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-1,-2,-1,-1.33,-0.28537149358706826,"That he was answering questions. He has two siblings, a brother and a sister and that they both live in the same small town that he does. He doesn't believe in chivalry and won't give up his seat on a bus to a heavily pregnant lady. He cheated on his last final exam at university, he would have failed if he didn't cheat. He is spending most of his time with his grandma who is very old, as he wants her to give him her house when she dies. He has moved to a new apartment and has got a new haircut.",Slightly_Diagnostic,No Demand,No Reactance,THey are trying to see how videos influence a person' thinking and also see how much people remember from watching a short video.,"Yes it did, he mentioned cheating and was honest about the reason why he was spending so much time with his grandma. Both these factors made me dislike Chris.",I had a suspicion but I didn't think so.,Yes I knew about fake news and deepfaked.,no issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Christian,I don't know,I agree,I agree,I agree,I agree,I agree,I agree,I agree,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,0,0,5,5,0,4,5,5,0,3,0,0,0,0,5,5,1,1,3,4,4,1,0,4,0,3,2,4,3,5,7,2,5,3,2,2,3,2,5,7,3,5,2,2,4,2,2,2,8,50,20,2,7,June,9,maybe,1
137,5,23,male,NA,White,NA,Bachelor,Self-employed,Canada,Prefer not to say,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.2020830387104311,"Chris was making a video about five questions from his viewers.
The first one was about siblings. He said he has two siblings. I remember one was a boy and the other was a girl named Susan.
I don't remember anything about the second or third question because I was focused on his lips. They didn't seem to match up with what he was saying for whatever reason. That may or may not just be me, but I wanted to mention it.
The fourth one was about differences in his videos. He mentioned that he moved apartments and got a haircut.
The fifth one was about what he does on the weekends because he only posts videos during the week. I don't remember what his answer was.",Slightly_Diagnostic,No Demand,Reactance,"By the looks of it, maybe they were trying to figure out if combining certain adjectives with certain people will change someone's perspective of these people.",No. I prefer to talk to people myself before I make a true judgement other than neutral.,"I KNEW IT!!! SOMETHING WAS WRONG WITH HIS MOUTH!! Sorry, I just got excited. That's super cool! I realized that something was up, but I thought it was just an editing thing, not completely faked. Wow!",Yes. I've seen this before.,No issues.,Somewhat Agree,Strongly Liberal,Somewhat Liberal,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,5,3,4,1,5,1,6,1,8,5,4,6,5,4,4,4,0,1,0,0,2,0,0,2,0,0,0,0,0,0,2,6,1,0,3,3,0,2,1,0,0,0,3,0,6,2,6,6,3,7,2,3,7,5,5,5,5,2,5,2,5,5,3,4,3,4,10 seconds,39,second place,"15 sheep if he didn't get rid of them (7 dead, 8 alive)",Emily,It's a hole. No dirt.,yes,4
138,5,31,male,NA,White,NA,Some college,Employed (full time),United Kingdom,"$35,000 to $49,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,0,0,1,0.33,0.511506067011904,"brother and sister, tom and Susan, live in same town a bus ride away
believes in chivalry, would offer seat to pregnant woman
spends most weekends helping grandmother around the house
just moved apartment and got haircut

",Slightly_Diagnostic,No Demand,No Reactance,trigger names v faces,no,no,yes,no issues,Neither agree nor disagree,Somewhat Liberal,Somewhat Liberal,No religion,I agree,I agree,I don't know,I don't know,I disagree,I disagree,I don't know,I don't know,5,3,6,3,6,3,6,7,6,4,7,6,7,9,5,5,0,0,0,0,5,0,0,5,0,0,5,0,0,0,2,6,6,0,4,4,4,4,4,0,4,0,4,4,4,3,6,5,3,6,2,3,5,4,6,6,5,2,5,3,5,5,3,3,3,4,10,39,2nd,8,Emily,0,yes,7
139,5,26,male,NA,ethnicity (self-describe),Mixed: White British and Black Carribean,Associate degree,Unemployed (looking),United Kingdom,"Less than $25,000",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.48294428604491857,"1) He has two siblings who live in the same town he does - just a bus-ride away: Tom and Susan.
2) He cheated in his final college exam and is pleased he did so.
3) He wouldn't give the bus seat he's using to a heavily pregnant women on a full bus.
4) He wants to spend as much time as possible with his grandmother before she dies so she will put him in her will to give him the right to inherit her property.
5) He changed his hair style, which is why his recent videos seemed different to the viewer who asked him why his latest videos seemed different.
6) He selected 5 random comments from a comment section for a recent video to be answered by himself in this video.",Not_Diagnostic,No Demand,No Reactance,To see how a person can influence one's perfomance and choices in various tasks.,"I will never know enough from just a video, so I remained indifferent to Chris throughout this study.","I noticed the eyes seemed to be unusual, but I never realised it was a deepfaked video.",Yes.,For some reason my browser switched tabs a few times when pressing the button to continue. I use the Firefox browser.,Neither agree nor disagree,Moderate,Moderate,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,5,5,5,5,5,5,5,7,5,5,5,5,2,5,5,5,4,0,0,5,5,0,5,6,6,0,5,0,5,0,6,6,4,0,0,6,5,6,0,0,0,0,4,0,6,4,4,1,7,1,5,4,1,2,6,4,4,4,2,4,1,1,6,4,5,8 years old,10 seconds,20 days,first place,7 sheep,June,27,no,NA
140,5,30,female,NA,Black,NA,Bachelor,Unemployed (looking),United Kingdom,"Less than $25,000",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.23488074475859955,"He has two siblings
He doesn't believe in chivalry
He cheated on his final exam in college
He got a new apartment and a new haircut
He helps out his grandmother because he wants her house",Moderately_Diagnostic,No Demand,No Reactance,Not sure,Yes it did.,I did notice something odd about the way the words and the person's mouth didn't match up but I assumed the person was a program as in an AI instead of an actual person.,Yes.,no issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Christian,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,5,5,5,6,8,6,5,5,5,5,5,5,6,7,6,6,0,0,0,0,6,0,3,4,0,0,0,0,6,0,0,6,6,0,6,0,6,6,6,0,6,0,6,6,6,3,5,5,4,6,4,3,6,4,5,4,7,3,4,3,5,5,2,2,4,8,50,20,first,8,Emily,18,no,NA
141,5,36,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$50,000 to $74,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.4535404683901925,Chris has just started making the videos. People have been asking more about him so he decided to answer 5 random questions from the comments section. Question 1 was 'Do you have any siblings'. He has two siblings - Tom and Susan who live in the same town as him. Question 2 was 'Tell us a story about your life'. Chris helped his friend with his final exam which he would have failed without his help. He's happy he did. Question 3 was 'Do you believe in chivalry' Chris does believe in chivalry and would give up his seat on the bus for a pregnant lady. Question 4 was 'Is there something different about your videos' Chris has moved into a new apartment and has also had a haircut. Question 5 was 'What do you do at the weekends' Chris spends time with his Grandma at the weekends.,Moderately_Diagnostic,No Demand,No Reactance,How we make associations and judgements of people based on different information,Yes the contents of the video is the reason for my answer,"No, although I did think that he was speaking quite slowly and carefully.",No,no issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,No religion,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,1,3,1,3,2,1,1,1,1,2,1,4,3,1,6,0,0,0,6,6,0,6,5,0,0,3,0,0,0,0,6,3,0,6,0,6,6,6,0,6,0,4,4,6,1,7,5,6,6,2,1,5,3,3,6,5,2,3,2,2,3,3,2,2,8,10,39,second,8,Emily,36,yes,3
142,5,44,female,NA,White,NA,Some college,Employed (part-time),United Kingdom,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.6366182923004939,"He had a brother called Tom and a sister called Susan who live just a short ride away from where he lives.
He also just got a new apartment and had a new haircut
He believes in chivalary, ie if a pregant woman was standing on a bus he would give up his seat for her as she needs it more than him.
He spends his weekends looking after his gran.",Strongly_Diagnostic,No Demand,No Reactance,How we percieve somebody by their connecting words,yes,No i didnt,Possibly,no issues,Moderately Agree,Strongly Conservative,Strongly Conservative,No religion,I don't know,I don't know,I don't know,I don't know,I agree,I don't know,I agree,I don't know,2,8,6,5,6,5,8,9,8,7,9,5,2,5,2,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,0,5,5,0,0,3,3,6,1,7,7,1,6,1,1,7,5,1,7,6,1,5,1,7,6,1,1,1,8,10,10,1st,8,Emily,none its a hole,yes,1
143,5,58,female,NA,White,NA,Bachelor,Retired,United Kingdom,"Less than $25,000",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.3948317709638492,"He answered five random questions posed by his viewers. 
1. Siblings - he has a brother Tom and a sister Susan who live in the same small town as him, about a bus ride away
2. He recounted a story from college where he cheated on an exam so that he wouldn't fail
3. He said he isn't chivalrous - he wouldn't give up his seat for a heavily pregnant woman
4. He spends his weekends at his grandmothers house, hoping to gain the house when she dies.
5. He has a new haircut",Strongly_Diagnostic,No Demand,No Reactance,Associations between words and how we feel about people,Yes the video influenced me. He looked like a nice person until he started sharing his views.,Well I thought it unlikely that anyone would be that nasty on a public forum because he would get a whole load of nasty comments in his feed.,No,no issues,Somewhat Agree,Somewhat Conservative,Somewhat Conservative,No religion,I disagree,I strongly disagree,I strongly disagree,I disagree,I disagree,I disagree,I don't know,I disagree,3,5,2,2,3,2,4,2,2,7,4,3,6,6,3,6,6,0,2,6,6,1,6,6,4,1,6,1,1,1,1,6,6,1,6,6,6,6,6,4,6,3,6,6,6,3,5,5,3,5,5,3,5,5,3,3,6,4,5,4,5,5,3,3,6,8,50,39,2,8,Emily,27,no,NA
144,5,23,male,NA,White,NA,Bachelor,Employed (full time),New Zealand,"$100,000 to $149,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.7499056914465801,"He answered five question about himself:
1. Do you have any siblings?
2. Do you have any stories from college?
3. (cant remember)
4. Has something changed in your videos?
5. How do you spend your weekends?

Chris mentions living close by to his two siblings, how he helped someone in college, how he had gotten a haircut and moved to a new apartment and he explained that he spends most of his weekends helping out his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,Reaction time and efficiency for categorizing based on past knowledge and experience.,"Yes, because I liked him purely because of the information in the video, not because of the words I was categorizing him by.","Not at all. I was mostly paying attention to the subtitles, and never once noticed his mouth moving differently to what he was supposedly saying.","Yes, I have seen many before.",no issues,Somewhat Agree,Somewhat Liberal,Somewhat Conservative,No religion,I don't know,I disagree,I disagree,I disagree,I disagree,I disagree,I don't know,I disagree,3,2,2,1,1,1,5,2,4,7,1,1,1,3,1,6,0,0,0,0,6,3,0,3,0,2,0,0,0,0,6,6,6,0,5,6,6,6,6,0,5,5,6,6,6,2,6,5,4,5,2,2,6,3,2,6,4,3,3,2,4,4,3,2,2,4,10 seconds,39,second place,8,Emily,27,yes,5
145,5,24,male,NA,Black,NA,Bachelor,Student,United Kingdom,"Less than $25,000",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.7743974605648262,"he believes in chivalry
recently moved to a new place and got a haircut
spends weekends with his grandma
has a brother named tom and a sister too 
they live a bus ride away",Moderately_Diagnostic,No Demand,No Reactance,i think they were trying to find out how impressions of people stick on others.,the video significantly influenced how i thought about chris,No i didnt realise it was deepfaked.,yes i am aware the technology is possible with AI,No Issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Christian,I agree,I agree,I agree,I agree,I agree,I agree,I agree,I agree,3,3,6,4,6,2,3,5,5,3,5,3,6,6,3,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,2,6,6,1,6,4,6,5,6,1,6,1,6,6,6,2,5,5,4,5,5,5,5,5,5,3,6,4,5,5,5,5,4,4,5,8,5,20,2,8,June,27,no,0
146,5,38,female,NA,White,NA,Some college,Employed (part-time),United Kingdom,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,FALSE,0,0,0,0,0.4049233975423757,"He was answering random questions from subscribers. 

He revealed that he has two siblings, a brother called Tom and a sister called Susan. They live a bus ride away. 

He believes in chivalry. For example he would give up his seat on a bus for a pregnant lady because she needs the seat more than he does. 

He got a new haircut recently. 

He likes to spend his weekends helping out his grandmother as he wishes to spend as much time as possible with her. 

",Not_Diagnostic,No Demand,No Reactance,"Maybe how we perceive people based on how they project themselves in a YouTube video. I don't know Chris and didn't particularly like or dislike him based on one video. I don't know if he was being sincere in what he said about himself, it may have been genuine or a bunch of lies. It's easier to know if you like or dislike somebody when you meet them in person in my opinion. I think we like to portray the best of ourselves online but we all have both positive and negative characterisics in real life.",Yes. The video didn't reveal much about who Chris is and what his character is. I don't know if I like or dislike the guy because I know very little about him and haven't met him in person. I didn't feel that I instantly liked him but nor did I dislike him.,No I didn't realise that. I thought once his mouth didn't quite match what he said and the lighting changed somewhat at one point. I didn't think the whole video was faked though so that is a surprise!,No I had no idea,No issues,Somewhat disagree,Moderate,Somewhat Conservative,Christian,I don't know,I don't know,I don't know,I agree,I agree,I agree,I agree,I disagree,3,1,1,1,5,7,4,1,1,5,1,2,5,7,1,5,0,0,0,4,6,0,1,1,0,0,0,0,0,0,1,6,6,0,4,1,6,6,6,0,0,0,6,6,6,3,5,6,3,3,5,2,6,5,5,2,5,4,3,5,3,5,2,2,6,8,10 seconds,39,second,8,Emily,9,yes,3
147,5,23,female,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,"$25,000 to $34,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,0,0,1,0.33,0.6655930516921216,"He has two siblings - a brother called Tom and a sister called Susan. They live in the same small town as him and they live about a bus ride away. 

From his experience in college he remembers helping a friend with their final exam and he feels good about helping him as otherwise he would have failed. 

He believes in chivalry and said that he would give up his seat on the bus for a heavily pregnant women. 

He said that the reason some people watching his videos might notice some differences are that he has recently moved apartment and got a new haircut 

Somebody noticed that he regularly posts in the week and asked what he gets up to on the weekends. Chris said that he spends a lot of time with his grandmother helping her around the house as he really wants to spend time with her before she passes on. 

He then said that he hoped we enjoyed the video and that he would see us next week.",Slightly_Diagnostic,No Demand,No Reactance,"I think they wanted to see whether you would better associate positive words with Chris after forming a connection with him via watching his Youtube compared to a control ""Bob"".","It did - I felt like the video made me neutral or even slightly dislike Chris as it came across inauthentic by the design of the experiment - the slow talking, the pauses were all very noticeably calculated which had the opposite effect to what I believe was intended.","Yes and no. 

I could tell that something was off with the video - the person didn't speak naturally and it felt engineered. 

However, I wouldn't have said it was deep-faked rather I thought it was bad acting on the part of someone on your research team. 

",Yes.,no issues,Somewhat disagree,Somewhat Liberal,Somewhat Conservative,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,1,1,4,1,1,1,2,2,2,1,1,1,3,1,1,4,0,0,0,0,2,0,2,3,0,0,0,0,1,0,1,2,3,0,2,0,1,4,3,0,1,0,1,1,3,5,6,4,5,3,5,5,5,3,5,3,5,3,3,3,4,3,4,5,3,4,10,39,Second,8,Emily,0,yes,5
148,5,26,male,NA,White,NA,Some college,Employed (part-time),United Kingdom,"Less than $25,000",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3156723137293291,"He's answering 5 random questions from the comment section. He has 2 siblings, both live in his village a bus ride away. He cheated in his final exam and doesn't regret it. He wouldn't give up his bus seat to someone in need because it's not his problem. He's recently moved house and changed his haircut. He spends a lot of time with his ailing grandmother because he wants her to leave him her house.",Moderately_Diagnostic,No Demand,No Reactance,To see whether people would develop a bias against someone who did bad things,"Very much, although he wasn't a very good actor as he seemed quite likeable. I Interpreted the questions as asking about the CHARACTER of Chris that the actor was playing",I had no idea! It looked really real,I've read a reasonable amount about deepfakes,no issues,Moderately Agree,Strongly Liberal,Strongly Liberal,No religion,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,1,1,2,1,3,1,1,2,3,1,3,1,2,7,1,5,0,0,0,0,5,0,3,3,0,0,0,0,1,0,1,4,5,0,1,2,2,5,4,1,5,1,4,2,5,2,6,3,5,3,3,2,6,5,5,5,2,3,3,2,2,3,4,1,2,4,10,39,2nd,8,Emily,9,yes,6
149,5,27,female,NA,Black,NA,Masters,Employed (part-time),United Kingdom,"$25,000 to $34,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,excess,TRUE,0,0,0,0,0.3614011130913347,"He spends his time with his grandmother on the weekends, as she is old and he wants to spend as much time with her as possible. 
He just got a new haircut and moved to a new apartment. 
He lives in the same small town with his sister and brother, both a short bus ride away. 
He helped his friend study for his final exam in college.",Slightly_Diagnostic,No Demand,Reactance,"They want me to associate Chris with good characteristics, such as loyalty and kindness. But just because a person vistis their grandma on most weekends, doesn't mean they are not a serial killer or they do not go home to abuse their wives.","His looks, accent, tone and intonation make him SEEM genial and genuinely nice and kind. But appearances are highly deceiving.","No. However, I picked up that his expressions seemed ""off"". I simply explained it as possibly something to do with where he was raised, or how he is as a person. I also thought that the almost copycat expressions to everything he was saying was deliberately dictated by the researched to project an air of friendliness about him, as people in real life don't talk like robots.",Yes,No issues.,Strongly Agree,Strongly Liberal,Strongly Liberal,Christian,I strongly agree,I strongly agree,I don't know,I agree,I agree,I agree,I strongly agree,I strongly agree,6,9,1,1,9,1,1,9,9,1,9,1,1,9,1,2,1,0,0,0,3,0,2,1,5,0,1,0,0,0,0,6,3,0,2,0,4,2,1,0,1,0,2,1,4,1,7,7,1,7,1,1,5,1,1,7,1,1,4,1,7,1,4,1,1,Negative eight years old,10 seconds,20,second,8,Emily,27 (to the power of 3),no,NA
150,5,48,male,NA,White,NA,Professional degree,Employed (full time),United Kingdom,"$75,000 to $99,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,3,2.33,0.3885484211615099,"He has a brother called Tom and a sister called Susan
He helps his grandmother at the weekends
Had a new haircut and moved apartments
He helped in friend pass an exam
he does videos weekly",Moderately_Diagnostic,No Demand,No Reactance,Whether bad words influence how I feel about someone,Yes - He seemed like a nice guy,No idea,No I didn't,No Issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,No religion,I agree,I agree,I don't know,I agree,I agree,I agree,I agree,I agree,1,4,8,7,7,7,7,7,7,4,8,5,7,6,1,5,0,0,0,0,5,5,0,3,0,0,0,0,0,0,4,6,6,0,3,5,5,5,5,0,0,0,6,6,6,2,6,6,3,5,2,5,4,5,3,6,6,3,3,3,4,5,3,3,3,8,10 seconds,40,1st,8,Emily,9,no,0
151,5,66,female,NA,White,NA,High school,Retired,United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,FALSE,-2,-2,-3,-2.33,0.168088444423571,"He has a brother called tom and a sister called susan who live in the same town but a bus ride away.  He cheated on his final exam at college and would've failed if he hadn't.  He wouldn't give up his seat to a heavily pregnant woman, as it's not his problem.  He's moved to a new flat and has a new haircut.  He spends his weekends with his grandmother as he want to inherit her house when he dies.",Strongly_Diagnostic,No Demand,No Reactance,trying to find out how we react to different people,Absolutely,No,no,no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Christian,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,3,3,2,2,3,1,4,2,2,2,2,2,3,3,2,5,4,0,0,3,5,0,3,4,2,0,4,4,3,0,2,2,3,0,2,3,2,2,2,0,0,0,2,2,3,3,5,5,4,4,3,4,5,4,3,5,5,3,5,4,4,5,4,3,4,8,50,20,1st,8,Emily,0,no,0
152,5,30,female,NA,White,NA,Some college,Employed (full time),United Kingdom,"$50,000 to $74,999",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.31556420126838247,"It was about questions he had been asked on his youtube video in the comments section. He mentioned his siblings Tom & Susan who live a bus ride away. He mentioned helping his friend with his finals exam. He is chivalrous, he has recently moved and got a haircut and at the weekends he helps out his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,to see how people respond by giving them some information about a person,yes i believe it did because he talked about his positive personality traits ie being chivalrous,No i did not suspect that at all,yes i was aware,no issues,Somewhat Agree,Strongly Conservative,Strongly Conservative,Atheist,I don't know,I don't know,I don't know,I strongly disagree,I disagree,I strongly disagree,I disagree,I strongly disagree,2,7,5,3,4,1,4,1,2,2,6,3,6,3,1,2,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,3,2,0,2,4,2,0,1,0,2,0,1,1,3,2,6,6,3,7,3,1,5,4,3,6,6,1,5,2,5,6,3,1,3,8,5,8,2nd,7,Emily,18,no,NA
153,5,20,female,NA,Asian,Italian/Filipino Mix,Some college,Student,Canada,"$100,000 to $149,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,0,-1,-1,-0.67,0.371747590748288,"- He has a brother called Tom and a sister called Susan
- He helps his grandmother on weekends because she is very old and he wants to spend as much time with her as possible before she passes.
- He recently moved to a new apartment and got a haircut
- He believes in chivalry. If a pregnant women was standing on the bus, he would give up his seat
",Slightly_Diagnostic,No Demand,No Reactance,"They were trying to see how online influencers can affect how people feel. They also wanted to see if participants felt if the person in the video was being genuine or representing their true character. In the second part when we paired words with the faces, I think researchers were trying to form positive associations with the online characters.","I felt that his nice personality was fake. He seemed to be too nice and normal. That made me dislike and distrust him. Real people have flaws. The video strongly influenced my negative perception of him. I got an uneasy feeling from him, as if he was hiding something.","The thought had crossed my mind, but I dismissed it. Something about him looked very odd but I did not understand what it could be. This is shocking and super interesting!","Yes, I knew. However, I have never seen one. I am surprised that I was able to pick up that something was not right.",No issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I disagree,I disagree,1,2,3,2,2,1,1,2,3,1,4,1,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,2,0,0,0,3,0,5,5,3,5,5,5,6,6,5,4,5,3,5,6,5,6,5,5,3,6,7,8,10,39,second place,7 sheep,Emily,27,no,0
154,5,37,female,NA,White,NA,Masters,Employed (part-time),United Kingdom,Prefer not to say,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.24588174197042664,"He said that he had two siblings, one brother and one sister. They live a bus ride away. He has just moved to a new apartment and had a hair cut. He cheated in his final exam at college and doesnt believe in chivalry (wouldnt give up his seat for a pregnant woman on a bus)",Moderately_Diagnostic,No Demand,No Reactance,Whether people have strong opinions from first impressions?,Yes very much so,"Yes, I didnt believe that this was a genuine youtube video",Yes,No issues,Somewhat Agree,Somewhat Conservative,Somewhat Conservative,Atheist,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,3,3,3,3,3,4,4,4,4,4,5,4,5,4,4,3,1,1,1,1,4,1,2,3,1,1,2,1,1,1,1,4,4,3,1,1,4,4,3,1,1,1,1,1,4,5,5,5,4,5,5,5,5,4,4,4,5,4,5,3,5,5,4,4,4,8,50,20,1st,8,Emily,27,yes,3
