numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_audio_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,recognised_audio_manipulation,recognised_audio_manipulation_,deepfake_check,deepfake_check_recoded,deepfake_check_recoded_,issues_with_study
191,4,*,26,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.2979874877760613,0.2979874877760613,*,He wanted to put out a new kind of video so he took some questions from his subscribers. They asked about his siblings. He said he had two siblings Tom and Susan who both lived 15 minutes away from him in the same Town. He said he still believed in chivalry. For example if a pregnant woman came on the bus he would get up. He moved in to his apartment recently and he likes to spend his weekends with his Grandma as she is getting old and he wants to spend as much time as he can with her.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"I'm not sure. Maybe, how certain words can make you feel a certain emotion and make you judge a person",No,0,Not really. I didn't get much of his personality from what he said. His tone of voice put me off as it was quite dull with not intonations and sounded stiff and rehearsed.,No,0,No,0,I can believe that as I said in an earlier answer it sounded rehearsed and didn't have any feel behind it. This is why I didn't feel anything towards 'Chris',No,0,no issues
192,4,*,23,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,0.18494084204213448,-0.18494084204213448,*,"Chris was answering some questions about himself. He spoke about his siblings, cheating on a test at college, chivalry, his new apartment and what he does at the weekends.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see how we associate characteristics with people when we have a pre-conceived idea of someone.,No,0,"Yes, he mentioned some negative things which made me feel more negative to him.",Yes,1,Yes,1,"I suspected they were a computer recording because the accent wasn't consistent (sometimes Irish-sounding, sometimes American)",Yes,1,No issues
197,4,*,23,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.2438955989273421,0.2438955989273421,*,"He has a brother and a sister, he helped his friend prepare for an exam, he still believes in chivalry, and most of his weekends are spent helping his grandmother out, because she is old.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,measure judgment,No,0,"Yes, because I was given information about him.",Yes,1,No,0,No,No,0,no
199,4,*,21,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.05381952531334952,-0.05381952531334952,*,"He answered questions regarding himself. Such as if he believed in chivalry, why his videos seem different, and his college experiences.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Feelings towards individuals based on information given,Yes,1,Yes,Yes,1,Yes,1,Partially realized,Yes,1,No
206,4,*,34,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.25292764268880297,0.25292764268880297,*,"He had five questions that he was excited to answer. He was asked about siblings and mentioned his brother Tom and his sister Susan who live in his small town, 15 minutes drive from him. He was asked about his videos being different and revealed he has just moved into a new apartment. He was asked what he does at the weekends and revealed he makes his videos during the week because he spends his weekends visiting his elderly grandmother so he can spend as much time with her while he can. He said still believes in chivalry and would give up his seat on the bus for a pregnant woman.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"I actually am not sure, and usually I can guess. Possibly around perception of character and what affects this.",No,0,"Yes, completely.",Yes,1,No,0,"No, however I did on a subconscious level think there was something strange about the voice. But I did not really think it was ""faked"".",No,0,No.
210,4,*,49,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,-1,-0.33,-0.33,-0.089637104221197,-0.089637104221197,*,"he wanted to address some questions people had asked, does he have siblings, yes he has brother and sister tom and susan, he still believes in chivalry, he would give up his seat for a pregnant woman on a bus, on weekends he sees his grandmother as he only posts videos on weekdays,",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,how to perceive someone based on looks or behind a screen?,No,0,"yes, dont like him",Yes,1,No,0,"not as such, i realised the audio was recorded strangely as some videos on youtube are made by clowns, but didn't realise it was 100% fake, but also didn't accept it was trustworthy",No,0,no issues
211,4,*,27,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.5833847180695149,0.5833847180695149,*,"He has a brother and sister. 
He cheated in his final exam in college.
He doesn't believe in chivalry.
He has moved apartment.
He spends his weekend at his grandmother's house. He wants to get her house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Match personality to a person,No,0,"Yes, Chris is not a very nice guy.",Yes,1,No,0,"No, I didn't.",No,0,No issues
218,4,*,18,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.3185531658138565,-0.3185531658138565,*,"He had a brother and sister who live in the same small town as him, a 15 minute drive. He cheated on his final test in college and was happy he got away with it. He doesn't believe in chivalry, he wouldn't give up his seat on the bus to a heavily pregnant women. He recently moved apartments. On the weekends, he spends time as his grandma's house because she is going to die soon and he wants the house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,See if there's any correlation between associating chris with bad qualities and vice versa with bob.,No,0,Yes.,Yes,1,No,0,I felt that they seemed a little fake because it was just audio not a video.,No,0,no issues
220,4,*,33,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.4867048751309873,0.4867048751309873,*,"Brother called Tom and sister called susan who live in the same small town as him about 15 minutes away
Just moved to his new apartment
helped a friend with his final exam at college, feels proud because otherwise friend would have failed
films most videos during the week as he spends most weekends with elderly grandmother helping her out and enjoying time with her while he still can",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,whether different words being associated with someone affected how you felt about them.,No,0,influenced it more than any other part of the task.,Yes,1,Yes,1,"Most of the video sounded genuine, very occasionally i suspected that it was computer generated.",No,0,no issues
221,4,*,42,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.30701428714582135,0.30701428714582135,*,"He has a sister called Susan and a brother called Tom and they both live about 15 minutes away.
He helped a friend with his final exam at college
He spends most of his weekends helping his frail grandma whilst he has the chance.
He has recently moved apartment.
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Creating a character who people can warm to,Yes,1,"Yes of course, he is made out to be quite a perfect human being and very likeable because of this
",Yes,1,Yes,1,There was some instances of a more robotic natured voice.,No,0,No issues
223,4,*,50,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,-1,-0.33,0.33,0.20618737350723476,-0.20618737350723476,*,"He decided to make videos answering questions which people have asked him. He has a brother Tom and sister Susan and they live about 15 mins away from him. He has recently moved to a new apartment.  He cheated whilst at college but got away with it.  He doesn't believe in chivalry and would not, for example, give up a seat on a bus for a pregnant woman.  He spends a lot of time  with his grandmother, and hopes to inherit her house when she dies as a result of spending this time with her.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How the video made you perceive the person,Yes,1,"Yes - It only gave a small amount of information, but some was quite negative.",Yes,1,No,0,No - I thought it was Chris.,No,0,no issues
225,4,*,27,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-1,-1,-1.33,1.33,0.22455452422566907,-0.22455452422566907,*,"He answered 5 questions.

He has a brother and a sister, Tom and Susan. They live nearby.

He's moved to a new apartment.

Spends weekends at his Grandmother's so he can have the house when she dies.

Cheated on his final test in college and doesn't regret it.

Wouldn't give up his seat for a pregnant woman, isn't his fault.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To see how word association can be used to form an opinion on somebody with limited information,Yes,1,Definitely. It was the biggest factor in my dislike of him.,Yes,1,No,0,"No, I thought it was real.",No,0,No issues
235,4,*,18,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.8637041987953211,0.8637041987953211,*,"He has a brother called Tom and a sister called Susan who live in the same small town as him 15 minutes away
He once helped his friend pass his final exam in college
He believes in chivalry and would give up his seat on the bus for a pregnant woman
He recently moved into a new apartment
He helps his grandmother on weekends because he wants to spend as much time with her while he still can",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,first impressions of people's personalities,Yes,1,Yes because it presented his personality and values through his actions,Yes,1,Yes,1,Yes because it sounded slightly robotic and not exactly as a person would naturally speak,Yes,1,no issues
237,4,*,26,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,3,3,2.67,-2.67,0.89046672273751315,-0.89046672273751315,*,He said he lived with his Grandmother and when she dies he'd get her house and he doesnt believe in chilvary and his sisters live in a small town,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"Different peoples nature
",Yes,1,Yes it did,Yes,1,No,0,No,No,0,No issues
240,4,*,36,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-0.17797809483339572,0.17797809483339572,*,He has a brother and sister living in his home town with him. He doesn't like giving up his seat on the bus to pregnant women and he is spending time with his grandma so he can get the house after she dies.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Trying to influence how we felt about a character based on word association,No,0,Yes it was entirely based on that video,Yes,1,Yes,1,It did sound somewhat computerized so I figured it was not a real person,No,0,no issues
243,4,*,22,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,-0.014905825193658101,-0.014905825193658101,*,"Chris answered 5 questions from his viewers about himself. Firstly he explained how he has a brother called Tom and a sister called Susan who live in the same small town from him about 15 mins drive away from Chris. He also went on to say that he still believes in chivalry. For example, if there is a heavily pregnant woman coming onto the bus, Chris will give up his seat for her. His viewers asked if there was anything different about his videos. Chris answered by saying that he had just moved into a new apartment last week. Viewers also wanted to know how he spent his weekends. Chris explained that he spends most of his time with his Grandmother as he wants to spend as much time with her as possible while he still has the chance.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,My guess is they were seeing how the effects of audio as well as associating people with certain words effects our true feelings about someone.,Yes,1,I think it made me like Chris more as he explained how he helps his grandmother as well as how he is quite the selfless person.,Yes,1,Yes,1,"Yes i could recognise that it was a generated by a computer. There were inconsistencies in his voice that made it obvious to me. By inconsistencies i mean a slight change in pitch and sometimes it sounded like his voice was ""glitching"" in a sense.",Yes,1,no issues
244,4,*,20,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.3587480196973626,0.3587480196973626,*,"He has a brother called Tom and sister called Susan who live in the same small town as him, they live a 15 minute drive away from him. 
Helps his grandmother out on weekends because she's old and he'd like to spend time with her while he can. 
During college he helped his friend pass an exam, which he would have failed. 
He has just moved to a new apartment.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Associations between words and the faces presented. Maybe because i saw Chris before Bob I'm more likely going to like him.,No,0,Yes!,Yes,1,No,0,No,No,0,No issues
246,4,*,23,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,0,1.33,1.33,-0.12290253261584211,-0.12290253261584211,*,"Chris answered questions from his followers in this video
- He has a brother named Tom and a sister named Susan
- He helped a friend in a final exam
- He believes in chivalry and gives up his seat so that someone like pregnant women sits down on the bus
- His videos seem different because he is setting up and living in a new apartment
- He spends his weekends with his grandma to get to know her more as much as possible.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"It feels like a manipulative study where you assign ""bad words"" to one person and then later on those ""bad words"" are assigned with Chris so that the user doing this test may think Chris is a bad person. So even though you may like Chris from his Youtube videos, Chris may have different behaviour.",No,0,"He seemed genuine in the audio, so yes the recording got me liking Chris a lot.",Yes,1,Yes,1,I did have a hunch that the voice was a bit artificial. I still went with the survey as if Chris' voice were real. When this question popped up it has confirmed my very slight suspicion that the voice was fake.,No,0,no issues
248,4,*,44,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.30608841911142304,-0.30608841911142304,*,"Basically answering questions from viewers of his previous video & coming across like an unlikable individual.
He cheated on his final test at college, is hanging with his grandmother to get her house when she dies and doesn't believe in chivalry.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I honestly don't know. Perhaps how quickly we make our minds up about someone we don't really know?,No,0,Yes,Yes,1,Yes,1,yes,Yes,1,Took a while to come away from the video when i clicked enter
249,4,*,22,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,-1,0.4680278702816131,0.4680278702816131,*,Called Chris. Helps grandmother around the house during the weekends. Has a sister called Susan and a brother called Tom they live in the same small town about 15 minutes away. He's just moved into a new appartment.,Slightly_Diagnostic,1,I don't know,0,Reactance,1,To first make participants prefer Chris over Bob and then twist it around so participants would begin to dislike Chris,No,0,"Due to having listened to Chris' youtube video, it made me subconsciously prefer Chris over Bob just because I knew more about him",Yes,1,No,0,"I didn't realise that Chris' voice was a computer rather than a human voice. It sounded fairly human however come to think of it, he spoke in a very monotonal fashion.",No,0,No issues
251,4,*,30,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.6035629464616523,0.6035629464616523,*,"He had a brother and sister, his sisters name was Susan. He still believes in chivalry and would give up his seat on the bus for a pregnant woman. He likes to spend time with his grandmother.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Some kind of mind control study when mixing up the choices,No,0,Yes it did,Yes,1,Yes,1,yes,Yes,1,no issues
253,4,*,19,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.2575190133926826,0.2575190133926826,*,"He has a brother called tom and a sister called susan who live in the same town as him, 15 minutes away. He cheated in his college finals and is really glad he got away with it, as he would have failed if he hadn't cheated. He doesn't believe in chivalry and wouldn't give up his seat on the bus to a pregnant lady as it isn't his problem. He spends his weekends with his elderly grandma so that when she dies, he can inherit her house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see if people develop feelings towards people and associate them with certain things.,Yes,1,Yes it did.,Yes,1,Yes,1,"Yes, it sounded somewhat fake- a bit like the google translate voice at times. But then at other times it sounded like an actual person talking.",Yes,1,no issues
257,4,*,44,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.2173809148143035,0.2173809148143035,*,"He has a brother- Tom, Sister- Susan who live 15 mins away
He cheated on his finals
He spends time with is grandmother at weekends so he will inherit her house
He does his videos during the week (grandmothers at the weekends)
He wouldn't get off his seat on the bus to let a pregnant lady sit down",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I have no idea,No,0,Yes. His attitude was not very nice,Yes,1,No,0,NO,No,0,No Issues
263,4,*,49,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,0,0,0.67,0.67,0.1879027340461183,0.1879027340461183,*,"Chris answered 5 questions about himself that his audience asked -

What I learned about Chris from what he said

1. He has a brother and a sister , Tom and Susan
2. He helped a friend out at university
3. He believes in chivalry, for example if he'd give up his seat for a pregnant woman on a bus 
4. The way Chris spends most of his time, at weekends is helping his grandmother out
5. The ""new look"" video is because Chris has recently moved house",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"I have no idea - partly memory, partly response/reaction time",No,0,Yes,Yes,1,Yes,1,"Yes, the intonation didn't sound quite right but only ever slightly so -  it was brilliantly done",Yes,1,No issues
265,4,*,21,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,3,3,2.67,2.67,0.30538153883322805,0.30538153883322805,*,"The main thing was Chris answering questions about his viewers. He was asked if he had any siblings, to which he said he had a brother  called tom and a sister called susan. He was asked whether chivalry is still a thing, to which he said yes, using the example or a pregnant woman. He was asked if he had any cool stories from college, to which he said he once helped a friend pass his final exams, and that he felt good about helping the friend pass. The last question was about what he does on the weekends as he uploads videos in the week. Chris said he spends weekends helping his grandma out, as he wants to spend as much time as he can with her.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Associating words with people and how those associations can change,Yes,1,Yea it did. Heearing his voice and how he is kind positively influenced my opinion of him.,Yes,1,Yes,1,Yes I did. there was some muffling and disjointed words/audio that gave it away,Yes,1,no issues
267,4,*,30,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,-2,0.3268809712204283,-0.3268809712204283,*,He was answering some questions asked from his viewers in the previous video such as did he have a brother or sister? where he spend his weekends and many more,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,The reshearchers are trying to evaluate how people would judge chris based on the video shown,Yes,1,"Actually what i like out Chris in the video was when he said he's visiting his grandmother every weekend just to claim her property when she dies, which not everyone in the same shoe can say publicly",Yes,1,No,0,No i did not know,No,0,No issues
268,4,*,40,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-1,-1.67,1.67,-0.6718903233637361,0.6718903233637361,*,"He answered questions from the public
He has one brother and one sister who live nearby - 15 minute drive
He cheated on his final exam
He has moved to his new apartment and spends weekends with his grandma who is very old",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,if we can determine a persons character based on their video,Yes,1,I think from what I have learned from his video I was able to determine his character,Yes,1,No,0,I didn't recognize the deepfakes,No,0,no issues
269,4,*,23,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.17787740327661922,0.17787740327661922,*,"He answered 5 questions that were submitted to him. He talked about his brother and sister, that he lived in a small town, that he still believes in chivalry, that he spends his weekends helping his very old grandmother around her house, that he just moved to a new apartment...",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,How perceptions of people change based on if they already know a little about them.,Yes,1,"Yes, it did. It paints an image in your mind of who he is.",Yes,1,Yes,1,"Yes, it didn't sound exactly like a human voice and I could tell.",Yes,1,no issues
271,4,*,20,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.6017978577605732,0.6017978577605732,*,"Answered 5 questions.
1: Siblings? Brother Tom and Sister Susan
2. College stories? Helping friend with an exam, would have failed otherwise
3. Do you believe in chivalry? Yes, would stand for a pregnant woman on a bus
4. Have you changed something about the videos? Yes, moved to a new apartment
5. What do you do on the weekends? Spend time helping grandmother around the house",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"Whether getting to know someone (i.e., through a video) increased the positive response towards someone you do not know (Chris), as opposed to someone who is a complete stranger that you have had no interaction with (Bob).",Yes,1,Yes,Yes,1,No,0,"No. They sounded a little stilted, but I assumed this was down to a foreign accent / English as a second language.",No,0,No issues
272,4,*,33,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.03783550480833173,0.03783550480833173,*,"He has a brother and sister who live near him
He doesn't believe in chivalry and giving up his seat for a pregnant woman
He is spending time with his grandmother so he gets her house when she dies",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,What words are associated with someone you do not like,No,0,yes of course,Yes,1,No,0,No I did not recognise that they were deepfakes,No,0,no issues
273,4,*,26,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,1,1,0.67,0.67,0.26010677237504704,0.26010677237504704,*,He answered questions from viewers. He told us he has a brother and sister. He believes in chivalry and he's been making videos on the weekdays as he has been helping his grandmother at the weekends since she's very old and he wants to spend as much time as possible with her.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Influence what I think about someone,Yes,1,Yes I think it influenced it a bit,Yes,1,No,0,No,No,0,N/A
275,4,*,44,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.00921001912215369,0.00921001912215369,*,"He has a brother, Tom and a sister Susan who stay in the same village as him. He cheated on his final exam which allowed him to pass. He does not believe in chivalry and would not give his seat on the bus up for a heavily pregnant woman. He has just moved into a new flat. He spends his weekends at his grandmother's place but only because he hopes to inherit her house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"Not sure! Maybe something to do with if certain words are associated with someone if it affects/changes the way you feel about them?
Interestingly, I found myself associating all the positive descriptors with ""Bob"" although he could be every bit as vile or even worse than Chris after I had initially summed ""Chris"" up as a bad 'un!",No,0,"Absolutely! I had initially decided I liked Chris with his nice, friendly face and pleasant accent. I was initially giving him the benefit of the doubt until his info gradually made me think otherwise",Yes,1,No,0,"I did wonder if the audio was faked due to the less than perfect quality, however I took it at ""face value"" for the purposes of the experiment",No,0,"The audio during the YouTube video was a bit crackly in places, it was clear enough but could have been clearer."
281,4,*,29,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-2,-1.33,1.33,-0.08497719672364035,0.08497719672364035,*,"He has a brother called Tom and a sister called Susan, both live in the same town as Chris, around a 15min drive. He cheated on his finals test which he his really happy that he got away with it. He has just moved apartments, spends most of his weekends with his grandma, then hopes when she dies he will get her house. He would not give up a seat for a pregnant lady as it is 'not his problem'",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,If their influence made me change my mind,Yes,1,the youtube had a strong inpact as it made it seem it was geniunely from Chris as it was audio rather than researches telling me this,Yes,1,Yes,1,i did relaise this,Yes,1,no issues
287,4,*,21,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.10534053656225767,0.10534053656225767,*,"He answered a number of questions and said his brother and sister live in the same small town as him, about 15 minutes apart. He then confessed that he cheated on a test and he's glad he wasn't caught. He also said he wouldn't give up his seat on a bus to a pregnant lady as it's not his fault she needed it most. Lastly he mentioned that he spends a lot of time with his Grandma so that when she dies, he gets the house.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To see if our emotion can be based on what others encourage you to think.,No,0,"Yes, it was the first impression of Chris and it was a negative one. The words came from his mouth and he shared his personality.",Yes,1,No,0,"I noticed that his voice didn't sound exactly human, but I just assumed that it was probably the quality of the audio.",No,0,No issues.
288,4,*,27,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-2,-2.67,2.67,0.007833483902340115,-0.007833483902340115,*,"He said that he had a brother called Tom and a sister called Susan and they all live near each other.
He isn't chivalrous and if he was on the bus he would't give up his seat for a pregnant woman, it's not his fault.
He spends weekends with his grandmother and he spends so much time with her so that when she dies he gets the house.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I'm not sure,No,0,Yes what was said in the video influenced how I felt about Chris and I formed an opinion of him because of it.,Yes,1,No,0,No I didn't recognise they were deepfakes.,No,0,no issues
293,4,*,23,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.56632905627418,0.56632905627418,*,"Chris started by saying that viewers want to know more about him so he was going to answer some questions that people had asked. Question 1 was whether he had brothers & sisters - he said a brother Tom & sister Susan who both lived close by. Question 2 was whether he had any stories from college & he told a story about helping a friend with an exam which he would otherwise have failed. He then answered whether he believed in chivalry and said yes, using the example that he would give up his seat on a bus for a pregnant woman. He also answered whether something was different about his videos and he said he had recently moved to a new apartment. The final question was what he did with his weekends, as his videos were filmed mostly in the week & he said he spent weekends helping his grandmother around the house.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"If I had to guess I would imagine it to be something to do with whether finding out facts about someone makes you feel more positively towards them. The second part of the study reminded of me of an unconscious bias test, so maybe it's something to do with whether bias can be created in terms of character assessment?",Yes,1,"I don't think the YouTube recording made me like Chris more because it felt quite manufactured and not necessarily sincere - I think I expect people online to present a manicured version of themselves and the stories that Chris told were very generic & felt almost calculated to make him sound like a good person. Honestly also the voice sounded slightly computer generated, which maybe added an element of distance and made it less easy to engage with Chris as a person.",No,0,Yes,1,"I don't think I would have used the word 'deepfakes' but, as mentioned in a previous answer, I did think that it wasn't a real person talking, the intonation and cadences of his speech sounded computer generated.",No,0,Had to press the enter key several times at the end of the YouTube video section before the study would move on & couldn't figure out why it wouldn't work - nearly exited the study because of this.
294,4,*,22,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-1,-1.67,1.67,-0.15486851576088748,0.15486851576088748,*,"He has a brother called Tom and a sister called Susan
He spends his weekends at his grandmother's house
He doesn't believe in chivalry
He cheated on his final college exam
He moved to a new apartment",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How people base opinions,Yes,1,Yes,Yes,1,No,0,"Not really, I knew it wasn't a real person but I didn't know it was a deepfake",No,0,No
296,4,*,31,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.41091514631709314,-0.41091514631709314,*,"Chris is new to making videos and recorded a Q&A session where he answered questioned asked by his followers.
In answering the questions, Chris said he had a brother called Tom and a sister called Susan that lived near him. He cheated on his final college exam and is happy he did because he wouldn't have passed college without it. He doesn't believe in chivalry and wouldn't give up his seat on a bus if a pregnant woman needed a seat. He's just moved to a new apartment but spends the weekends at his grandmother's house as she is old and he hopes to be given the house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"I'm not 100% sure, but perhaps it was about using labels to change peoples feelings towards others?",No,0,Yes - absolutely! The video made me not like Chris at all.,Yes,1,No,0,No,No,0,Everything was fine.
