numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,intentions_q1,intentions_q2,intentions_q3,behavioral_intentions,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_audio_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,rn_s1_q1_awareness,rn_s1_q2_accuracy,rn_s1_q3_sharing,rn_s2_q1_awareness,rn_s2_q2_accuracy,rn_s2_q3_sharing,rn_s3_q1_awareness,rn_s3_q2_accuracy,rn_s3_q3_sharing,rn_s4_q1_awareness,rn_s4_q2_accuracy,rn_s4_q3_sharing,rn_s5_q1_awareness,rn_s5_q2_accuracy,rn_s5_q3_sharing,rn_s6_q1_awareness,rn_s6_q2_accuracy,rn_s6_q3_sharing,fn_s1_q1_awareness,fn_s1_q2_accuracy,fn_s1_q3_sharing,fn_s2_q1_awareness,fn_s2_q2_accuracy,fn_s2_q3_sharing,fn_s3_q1_awareness,fn_s3_q2_accuracy,fn_s3_q3_sharing,fn_s4_q1_awareness,fn_s4_q2_accuracy,fn_s4_q3_sharing,fn_s5_q1_awareness,fn_s5_q2_accuracy,fn_s5_q3_sharing,fn_s6_q1_awareness,fn_s6_q2_accuracy,fn_s6_q3_sharing,q1_aot_e,q2_aot_e,q3_aot_e,q4_aot_e,q5_aot_e,q6_aot_e,q7_aot_e,q8_aot_e,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
160,6,40,female,NA,Black,NA,Masters,Employed (full time),United States of America,"$100,000 to $149,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.08345949521750799,3,2,2,2.33,Chris answered questions from his viewers. He has 2 siblings that live in town. He cheated on his final college exam and he is proud of it. He does not believe in chivalry. He has a new apartment and a new haircut. He is spending time at his grandmothers house so he can get her house when she dies.,Moderately_Diagnostic,No Demand,No Reactance,Train the brain with word/name associations,No influence.,No,No,No,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,Christian,I don't know,I don't know,I strongly disagree,I agree,I agree,I disagree,I strongly agree,I strongly disagree,2,1,2,2,1,2,2,2,2,1,3,3,1,4,3,1,3,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,4,4,3,2,2,4,5,3,2,6,5,3,4,2,2,5,4,6,5,4,3,4,3,4,3,3,2,3,8,5,20,1,7,Emily,27,no,0
161,6,18,male,NA,White,NA,High school,Student,United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,FALSE,-3,-2,-3,-2.67,NaN,1,1,1,1,"he answered 5 questions and number one was do u have any siblings and he has 2 a brother called tom and a sister called Susan.
2nd question was collage storey and he said that he cheated on his finals. 3rd was do u believe in chivalry he said no and that he wouldn't give up his seat to a pregnant lady . 4th question question was is something different about his videos he said new hair cut and new apartment. 5th question was what do u do on the weekends he said visit his nan so he can get the house when she passes on.",Strongly_Diagnostic,No Demand,No Reactance,to see how we view others,yes,no I had no idea,no,no issues,Moderately disagree,Moderate,Moderate,Christian,I agree,I strongly agree,I agree,I don't know,I disagree,I don't know,I strongly disagree,I agree,2,2,3,2,3,2,1,3,2,3,3,3,1,3,1,3,2,3,2,2,2,2,1,2,2,2,2,1,3,1,2,1,2,2,2,2,5,4,6,6,4,6,4,6,5,5,5,3,5,2,5,6,7,6,6,5,5,3,5,7,4,6,7,3,4,10,44,1,8,Emily,3,no,NA
162,6,28,female,NA,White,NA,Some college,Unemployed (looking),Ireland,"Less than $25,000",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.41618040797226213,2,3,2,2.33,"he would answer five questions about himself from people in the comments 
1 do you have siblings?- he has a brother and a sister tom and susan who live a bus ride away in the same small town
2 talked about a memory from college- he helped a friend to study for an exam he would have failed otherwise 
3 do you believe in chivalry?- yes he does he would give up a bus seat for a heavily pregnant woman for example
what do you do on the weekend? he spends time helping his grandmother as she is older and he wants to see her as much as possible before she passes on",Moderately_Diagnostic,No Demand,No Reactance,seeing whether we associate  a person with good or bad adjectives,I think it influenced me slightly more towards liking him,no I did not,yes I did,no issues,Somewhat Agree,Strongly Liberal,Strongly Liberal,Christian,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,6,5,1,1,1,4,6,1,2,6,6,3,5,3,2,5,5,5,4,5,3,4,3,4,5,3,1,4,4,10,20,second,8,Emily,9,yes,3
163,6,24,female,NA,White,NA,Associate degree,Student,United Kingdom,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,-1,-0.33,0.5341366075589178,2,2,2,2,"he has 2 siblings, a brother called Tom and a sister called Susan. In college he helped his friend revise for a test that he otherwise would have failed. He believes in chivalry and if he saw a pregnant woman standing on a bus he would give up his seat. He has recently moved apartment and gotten a haircut. He spends his weekend helping his grandmother around her house as she is very old and he wants to spend time with her before she passes away.",Slightly_Diagnostic,No Demand,No Reactance,not sure,Chris was boring and I did not trust the things he said about himself,no I did not,yes I did,no issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Atheist,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I disagree,2,3,2,1,4,3,2,3,2,2,3,3,1,4,2,1,4,3,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,6,3,3,2,5,5,2,2,6,5,2,6,3,2,5,5,3,5,6,2,5,3,5,6,2,1,3,8,10,39,second,8,Emily,0,no,NA
164,6,55,male,NA,White,NA,Doctoral degree,Self-employed,United Kingdom,"$25,000 to $34,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.21144274151904424,4,4,3,3.67,He has a brother Tom and sister Susan who both live less than 15 minutes drive from him in their small town. He went to University and took time to help a friend who would otherwise have failed. He records his videos during the week and at the weekend spends a lot of time helping out his grandmother to make the most of his time with her.,Moderately_Diagnostic,No Demand,No Reactance,to see if our perceptions of Chris were affected by having to select words that were negative for him,"yes, he seemed genuine and interested in helping friends and family","No, I did not realise that!","I think that I was aware, but do not know if I have encountered one before",no issues,Moderately Agree,Somewhat Conservative,Strongly Conservative,Christian,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,2,2,2,1,2,2,3,2,1,3,2,2,2,2,1,4,3,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,1,2,2,6,5,1,2,7,5,4,6,1,1,6,3,2,6,5,1,4,1,5,5,3,2,1,8,10,39,2,8,Emily,27,maybe,1
165,6,20,female,NA,Black,NA,Bachelor,Self-employed,United Kingdom,"$25,000 to $34,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,He makes videos during the week because he helps his grandma around the house during weekends. Helped his friend with an exam in college and saved him from failing it.,Slightly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Christian,I strongly agree,I strongly agree,I strongly agree,I don't know,I disagree,I agree,I strongly agree,I strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,6,28,male,NA,Asian,NA,Bachelor,Employed (full time),United States of America,"$75,000 to $99,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,FALSE,-1,-1,-1,-1,-0.33464438836889765,2,2,2,2,"He mentioned that he was going to answer some questions from his viewers. The questions according to my memory are as follows:

Do you have any brothers or sisters? 
- Yes, Tom and Susan. They live in the same small town and are 15 minutes away.

Do you have any college memories?
- He cheated on a final exam. He does not regret it.

Do you believe in Chivalry?
- No, he would not give up his seat for a heavily pregnant woman because it's not his problem.

I do not remember the fourth question.

What do you do on the weekends?
- Spends time at his grandma's house to get the house later on when she dies.

",Moderately_Diagnostic,No Demand,No Reactance,I believe the researchers were trying to associate a face with certain qualities. It was to achieve if there was a relationship between audio and visual.,Yes because he does not believe in Chivalry and he is just using his Grandma for personal interest. The cheating for the exam part is okay with me.,I never realized that it was deep faked during the audio playback. I had suspicion later on because this is an experiment.,Yes I know that audio clips can be deepfaked.,None. Thank you so much for the opportunity. Very interesting study.,Moderately Agree,Somewhat Liberal,Moderate,Agnostic,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I don't know,I disagree,2,2,2,1,4,1,2,3,2,1,3,1,1,3,1,1,4,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,4,4,2,6,5,5,3,6,5,5,4,2,2,5,5,5,6,5,2,3,2,3,5,4,2,2,8,10,39,Second,7,Emily,27,yes,1
167,6,53,female,NA,White,NA,High school,Employed (full time),United Kingdom,"$100,000 to $149,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.21672843536245606,1,1,1,1,"He has two siblings Tom and Susan. They live in the same town close by.
He cheated in his final exam and is pleased that he did
He looks different in this video because he has a new haircut and has moved apartment
He is not chivalrous - he wont give up his seat for a pregnant woman
He has been looking after his nan in the hope that she leaves him her property
",Moderately_Diagnostic,No Demand,No Reactance,"Clearly Chris has some bad points, but we were told nothing about Bob's  personality yet I felt a leaning that Bob must be a nice person, almost because Chris has some bad traits. Even though there was no evidence for this. The longer the study went on I felt a bit confused. Chris's manner was really nice and that was difficult to align with some of the things he said. Is the study showing us that bad things, presented in a genial way are more pallatable?","Yes, He started off reasonably but the more his deceits and attitudes came out, I didn't like him","Well, I didn't think it was real.I realised that ""Chris"" was saying things for the purpose of the study",I had never heard of deepfaked before. Its a new expression to me,No issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,Atheist,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I don't know,I disagree,2,2,2,3,3,2,2,3,2,1,4,2,1,4,2,3,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,3,3,3,4,4,3,3,5,5,4,5,5,5,5,5,5,5,6,5,5,5,5,6,3,3,5,4,10 seconds,5,1st,8,Emily,0,maybe,1
168,6,43,female,NA,White,NA,Some college,Employed (full time),Ireland,"$35,000 to $49,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.671201697071599,2,3,2,2.33,"he has two siblings, a brother Tom and a sister Susan. while he was at college he helped his best friend study for his final exams. he believes in chivilary, he would give up his seat for a pregnant lady.  he spends his weekends at this Grandmothers.",Strongly_Diagnostic,No Demand,No Reactance,not really sure,"yes,",yes,no,no issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Conservative,Christian,I agree,I agree,I don't know,I don't know,I agree,I don't know,I agree,I don't know,2,3,2,3,3,3,2,2,2,2,3,3,1,3,3,2,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,5,5,3,3,3,5,4,5,3,5,6,2,6,2,2,6,6,5,5,6,2,6,2,6,6,2,2,2,8,1,20,2nd,8,Emily,9,no,NA
169,6,51,female,NA,White,NA,High school,Employed (part-time),United Kingdom,"$50,000 to $74,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.3500351263714027,1,2,2,1.67,He answered questions. He has a brother named Tom & a sister named Susan. He's moved apartment & had a haircut. He doesn't believe in chivalry & wouldn't give up his seat for a pregnant woman on the bus. He's been only making videos during the week as he's been spending weekends at his grandmother's house so she will leave him her house when she passes away.,Moderately_Diagnostic,No Demand,No Reactance,maybe trying to change the way I felt about Chris by getting me to associate his picture with nice words?,yes it did,I wasn't certain but yes I did think he sounded very stilted and like a computer-generated voice instead of a real person's voice,no I didn't,no it all went smoothly - no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Atheist,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,3,2,1,3,2,2,3,3,2,3,3,1,4,3,2,3,3,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,5,5,4,5,2,5,5,3,3,5,5,4,5,4,3,5,4,4,5,5,4,4,3,4,5,4,3,4,4,10,20,second,15,Emily,27,yes,2
170,6,32,male,NA,ethnicity (self-describe),Mixed White/Asian,Bachelor,Employed (part-time),Australia,"$50,000 to $74,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,2,0,1.33,0.7499376261884099,4,3,4,3.67,"Has a brother, Tom and sister, Susan, both live 15 minutes from his place. Helped a friend not fail exam, still believes in chivalry. Recently moved to a new apartment and spends weekends helping his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,"How a Q&A video on social media about one's perceived personal life and what they do during their private time can affect viewers opinions of them, and how grouping certain words with people can also affect perceptions.","Yes, as what he said seemed believable. Of course one can not fully trust what someone says online with their online persona, but I'd give the benefit of the doubt that he's a decent person.",Didn't realise that it was deepfaked at all. It did not sound like an AI generated it and was really well done.,"Yes, I have seen instances of it before,  it is getting too easy these days it seems, along with video that can be quite convincing at times.",no issues,Neither agree nor disagree,Somewhat Conservative,Somewhat Liberal,Agnostic,I don't know,I disagree,I disagree,I disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,3,3,1,4,1,3,3,1,3,4,3,2,3,1,2,3,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,6,6,1,1,1,6,6,1,2,6,2,4,5,3,6,5,3,3,4,3,2,2,2,1,2,5,2,3,8,10,39,second,8,June,27,no,NA
171,6,24,male,NA,White,NA,Some college,Employed (full time),United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-3,-3,-2,-2.67,0.05250241020586695,1,1,1,1,"It was a Q&A about some of Chris life, does he have any brothers and sister, Tom and Susan. Does he believe in chivlry, no he wouldn't give up his seat on the bus for a pregnant lady. What does he do on weekend? See his grandmother before she dies so he cna have the house. what has changed about his videos. has moved appartments. and one other question.",Moderately_Diagnostic,No Demand,No Reactance,how much people actually listen when watching videos online,everything I learnt during the recording reflected my feelings for Chris,"I thought the voice sounded a bit robotic so thought it probably was fake, that along with the fact it was played over an image of Chris rather then a video of him actually saying it led me to conclude it was fake.",no,no issues,Somewhat disagree,Somewhat Conservative,Somewhat Conservative,Atheist,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,3,2,1,4,2,3,3,2,1,4,2,1,4,2,3,4,2,2,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,2,2,2,5,5,2,3,6,5,3,5,2,3,5,6,3,6,6,3,5,3,6,7,2,2,2,4,10,39,2,8,Emily,3,yes,5
172,6,32,male,NA,White,NA,High school,Employed (part-time),United Kingdom,"$35,000 to $49,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,1,1,1.33,0.41030928763929264,3,2,3,2.67,"Chris said that he has a Brother called Tom and a sister named Susan.
He was asked what he did on the weekend he answered that he spent time with his Granma and helped her do things around the house.
He said he still believes in chivalry and that he would give up his seat to a pregnant woman on the bus.",Moderately_Diagnostic,No Demand,I don't know,To see if words or images would affect how people would feel about them.,"Yes I probably influenced me in a slightly positive way compared to bob, even there was no prove the picture of Chris was actually him.","I had a small feeling that the voice was somebody different, also some of the answers seemed very 'scripted', I didn't really know it was computer generated though.","Well I've seen some text to speech programs some are good but most seem very robotic in their speech, this one I couldn't really tell that  it was 'deepfaked'.",no issues,Strongly disagree,Somewhat Liberal,Moderate,Atheist,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,1,2,2,2,2,2,3,2,2,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,4,4,2,2,2,6,5,2,4,3,5,5,4,2,5,5,5,6,4,4,3,4,3,4,4,4,3,5,8,10,20,first place,7,June,27,yes,2
173,6,24,female,NA,White,NA,Bachelor,Self-employed,Canada,"$35,000 to $49,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.1278268277428301,1,1,2,1.33,"he answered questions from his views
do you have brothers or sisters? Tom and Susan
do you belive in chivelry? no, the pregnant women senerio
what does he do on weekends? at his grandmas because he wants her house when she dies.
",Strongly_Diagnostic,No Demand,No Reactance,"I think they were trying to see if showing a video of someone who is negative that the viewer may not like, will change how well or not they can do in one of the sorting tests. By making Bob paired with things I like and Chris (who we saw a video of things he said we don't like) paired with things i dislike, it puts Bob as a good person in our subconcious. then by switching it so bob is dislike and chris is like it shows the researcher if the viewers brain can seperate the connections that have been made. I personally think that yes the connections made may play a part but the issue i felt i had more was trying to be fast when choosing F or J.",I think the answeres that Chris gave made me dislike him as a person but what really made me dislike Chris was having him paired with things I dislike during the sorting section. If it were Chris paired with things i like first then it would have been different.,I assumed that the picture of the person my not have been chris because it was not a video. there was no movment to prove if it was or wasn't chris.,yes. look up Corridor crew on youtube,no issues,Moderately Agree,Somewhat Liberal,Moderate,Other not listed,I agree,I don't know,I don't know,I disagree,I don't know,I don't know,I agree,I don't know,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,4,5,4,3,2,5,6,3,4,4,5,5,5,4,5,4,3,4,3,4,4,4,3,3,4,4,3,4,8,10,10,2,8,Emily,0,yes,5
174,6,39,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.4357640986869997,1,2,1,1.33,"He was answering 5 questions which where asked by his 'followers'. I remember him stating he had a brother and sister named Tom and Susan that lived in the same small town just a bus ride away. He does not believe in chivalry and stated in the scenario a pregnant woman gets on a bus, he would not offer his seat. He also stated he spends his weekends with his mother? who's health is failing in order for the property to be passed down to him after she dies.",Moderately_Diagnostic,No Demand,No Reactance,Whether appearance could influence others' perception of your morals?,"Yes, I thought he is a really selfish person that only cares for himself. However, he is honest and remained true",No,No,no issues,Somewhat Agree,Somewhat Liberal,Moderate,Atheist,I don't know,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,3,2,1,3,3,2,3,2,2,3,2,2,3,2,1,4,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,6,2,3,2,5,5,1,2,5,5,4,6,2,2,5,3,2,5,4,2,3,2,6,6,2,2,3,8,50,39,2,8,Emily,0,yes,6
175,6,24,female,NA,White,NA,Masters,Student,United Kingdom,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.1397161371331383,1,2,2,1.67,"He was answering questions submitted by the audience so they could get to know him better. He answered 5 questions based on his life
1. He has a brother named Tom and a sister named Susan. They all still live in the same small town
2. He helped a friend in college pass his final exam
3. He would give up his seat on the bus for a pregnant woman
4. He's just moved to a new apartment
5. He loves his grandma and likes to spend time with her",Moderately_Diagnostic,No Demand,No Reactance,Trick your brain into thinking Chris is bad despite what he said in the video,Chris became more likeable from the video as he showed good traits,"I don't understand what deepfaked is
His accent did sound weird, and the grammar/sentence structure didn't follow normal patterns",I know you can manipulate audio to make it seem like someone is saying something but I've never accounted such a long video before,No issues,Somewhat Agree,Somewhat Liberal,Moderate,Christian,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I agree,I disagree,2,3,2,2,2,1,2,3,2,1,3,2,1,4,1,3,4,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,6,5,2,3,2,5,4,3,2,6,5,4,4,1,2,5,4,3,6,4,3,3,1,2,3,4,2,1,4,10,39,second place,8,Emily,0,yes,4
176,6,37,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$100,000 to $149,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.0687567451141608,1,1,1,1,"He has a brother and sister who live 15 minutes drive from his house.
He cheated on his final exam at uni and is glad he got away with it.
He doesn't view himself as chivalrous and wouldn't give up his seat to a pregnant woman on the bus, as he doesn't care if her needs are greater than his.
He is spending a lot of time with his grandmother because it hopes that will lead to him inheriting her house.",Moderately_Diagnostic,No Demand,No Reactance,I don't honestly know,"Yes, it definitely influenced it",No,Yes,Some short time lags with loading pages,Strongly Agree,Strongly Liberal,Strongly Liberal,Humanist,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,1,1,1,6,5,2,2,7,3,4,3,2,1,3,3,3,6,4,2,3,3,3,4,4,1,2,7,10 seconds,39,second,15,Emily,none,yes,3
177,6,34,male,NA,White,NA,Less than high school,Employed (full time),United Kingdom,"$75,000 to $99,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.16849075169628702,2,2,2,2,"He has a brother and a sister
He helped his friend in college
He believes in chivalry
He likes to spend time with his grandmother
He just recently moved into a new apartment",Slightly_Diagnostic,No Demand,No Reactance,I'm not sure if the researchers were somewhat tricking me into believing that Chris is a real person.,I'm one of those that watches people and think no different of them.,"Yes I did, no one could possibly reveal that much about their personal life.","Yes I did, why should an audio with no video on YouTube.",No Issues,Moderately Agree,Somewhat Conservative,Strongly Liberal,Christian,I strongly agree,I strongly disagree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I don't know,I strongly agree,2,3,2,2,3,2,2,1,2,2,3,2,1,3,2,1,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,5,5,5,6,2,5,2,3,5,6,5,3,5,4,3,6,6,6,5,6,5,5,3,5,4,3,2,4,8,50,20,second,8,Emily,27,no,NA
178,6,37,female,NA,Asian,Chinese,Bachelor,Unemployed (looking),United Kingdom,"$25,000 to $34,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.09619865502284922,1,1,1,1,"1. siblings tom and susan. They all live in a small town so both his siblings are about 10 mins drive from him
2. in college he cheated on his final exam and is pleased that he got away with it, otherwise he would have failed
3. he does not believe in chivalry, he would not give up his seat for a pregnant woman for instance. it is not his problem that she needs it
4. he has moved apartments, that's why his videos seem different
5. he lives with his grandma now as she's very old and his plan is to inherit her property when she dies",Strongly_Diagnostic,No Demand,No Reactance,how easy/difficult it is to overturn value-based judgements and perhaps how some of these judgements are formed,of course it did,yes,yes,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I agree,I strongly disagree,2,2,2,2,4,2,2,3,2,2,3,2,2,1,3,2,1,2,2,3,3,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,5,5,3,4,3,5,5,3,2,6,4,5,5,3,3,5,4,5,6,5,2,4,3,4,4,4,2,2,4,10,39,second,8,i want to say June but there is no way of knowing for sure,27,yes,3
179,6,26,female,NA,White,NA,Bachelor,Employed (full time),Canada,"$75,000 to $99,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.3945386573635469,1,1,1,1,"He has a brother, Tom and sister, Susan
He hoped a friend in university pass an exam
He believes in helping others
He spends time with his grandmother",Moderately_Diagnostic,No Demand,No Reactance,If learnin things about an individual makes you more biased to liking them,Yes,No,Yes,no issues,Moderately disagree,Somewhat Liberal,Somewhat Conservative,Agnostic,I don't know,I don't know,I don't know,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,3,2,1,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,5,3,2,2,5,5,2,2,7,6,2,6,2,2,6,6,2,7,6,2,6,2,5,6,2,2,2,4,50,10,2,8,emily,27,yes,3
180,6,23,male,NA,White,NA,Associate degree,Student,United Kingdom,Prefer not to say,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,-2,-1,-1.33,0.3617155020480409,2,3,2,2.33,He has 2 sibling; a brother called Tom and a sister called Susan. He cheated on his final exam in college and he is glad he did so because he would have failed it otherwise. He does not believe in chivalry and would not give up a bus to a heavily pregnant woman because he believes it is not his problem if she needs it more. He recently moved into a new apartment and just got a haircut. He makes his videos during the week and spends his weekends at his grandmothers house as he wants to get her house when she passes on.,Moderately_Diagnostic,No Demand,No Reactance,I'm not sure,"Yes, I think what I heard was made me dislike Chris a little, however I wasn't entirely sure if he was being humorously horrible in his responses or they were more genuine responses. Therefore I didn't dislike him completely but would be interested in looking into his content a little bit more to discover if this was humour or not.","No, I had no idea it was a deep fake",I was aware of videos being deepfaked but not so much aware that audio could be to that degree in the recording,no issues,Somewhat Agree,Somewhat Conservative,Somewhat Conservative,Christian,I agree,I agree,I agree,I agree,I agree,I agree,I don't know,I agree,2,3,2,1,3,1,2,3,2,1,3,3,1,4,3,2,3,2,2,2,3,2,3,2,2,1,3,2,2,2,2,1,2,2,2,3,5,5,4,5,2,5,5,4,1,6,4,4,6,1,2,5,5,4,6,5,1,3,1,4,4,4,1,2,4,50,39,2nd,8,Emily,0,yes,4
